Aika[s]	Askeleet	Voimamittaus[V/V]	Siirtymä[mm]	Sellipaine-mitattu[kPa]	Huokosvedenpaine[kPa]	Vaaka[g]	Voimamittaus[kg]	Nousunopeus[mm/min]	Kompensoitu siirtymä[mm]	Suhteellinen kokoonpuristuma[%]	Suhteellinen tilavuuden muutos[%]	Maksimileikkausjännitys[kPa]
584063,075847	60588,000000	-0,000949	19,525524	90,941156	6,006314	15,850000	48,300329	0,002000	19,464509	17,732085	0,076594	11,246110
584073,476748	60589,000000	-0,000948	19,525386	90,910896	6,023048	15,850000	48,243499	0,002000	19,464834	17,732380	0,076594	11,232894
584083,976515	60590,000000	-0,000949	19,525964	90,927855	6,051363	15,860000	48,273844	0,002000	19,465153	17,732671	0,076642	11,240469
584094,675831	60592,000000	-0,000950	19,526134	90,906585	6,017960	15,860000	48,323397	0,002000	19,465793	17,733254	0,076642	11,251986
584105,276754	60593,000000	-0,000949	19,526566	90,915667	5,997827	15,860000	48,291659	0,002000	19,466116	17,733549	0,076642	11,244543
584115,776557	60594,000000	-0,000949	19,527516	90,908231	6,045316	15,860000	48,311625	0,002000	19,466437	17,733840	0,076642	11,249075
584126,775998	60595,000000	-0,000948	19,527028	90,907526	6,051191	15,850000	48,252122	0,002000	19,466761	17,734136	0,076594	11,234701
584137,675858	60596,000000	-0,000950	19,527475	90,917552	6,027472	15,860000	48,332118	0,002000	19,467078	17,734425	0,076642	11,253852
584148,375856	60597,000000	-0,000948	19,527297	90,916638	6,041816	15,860000	48,264122	0,002000	19,467403	17,734721	0,076642	11,238042
584158,976087	60598,000000	-0,000949	19,529132	90,893141	6,001069	15,860000	48,288422	0,002000	19,467723	17,735012	0,076642	11,243474
584169,576160	60599,000000	-0,000948	19,528729	90,927894	6,001681	15,860000	48,228369	0,002000	19,468047	17,735308	0,076642	11,229541
584180,276734	60600,000000	-0,000949	19,528654	90,925258	6,045186	15,860000	48,301042	0,002000	19,468365	17,735597	0,076642	11,246471
584190,976392	60602,000000	-0,000949	19,529363	90,913091	6,033146	15,860000	48,302595	0,002000	19,469007	17,736182	0,076642	11,246746
584201,776590	60603,000000	-0,000949	19,529013	90,940449	6,028838	15,860000	48,273638	0,002000	19,469330	17,736476	0,076642	11,240047
584212,476755	60604,000000	-0,000950	19,530010	90,940882	6,071859	15,860000	48,337777	0,002000	19,469648	17,736766	0,076642	11,254858
584223,176224	60605,000000	-0,000949	19,529760	90,903175	6,046313	15,860000	48,283419	0,002000	19,469972	17,737061	0,076642	11,242232
584233,676718	60606,000000	-0,000949	19,531010	90,940920	6,016836	15,860000	48,311513	0,002000	19,470292	17,737353	0,076642	11,248620
584244,476252	60607,000000	-0,000948	19,531044	90,898119	6,046103	15,860000	48,245115	0,002000	19,470617	17,737649	0,076642	11,233156
584255,276162	60608,000000	-0,000949	19,531591	90,945028	6,009403	15,860000	48,317740	0,002000	19,470935	17,737938	0,076642	11,249998
584265,676607	60609,000000	-0,000948	19,531698	90,922851	6,053290	15,860000	48,256852	0,002000	19,471259	17,738233	0,076642	11,235808
584276,176661	60610,000000	-0,000949	19,532379	90,919634	6,046210	15,860000	48,284162	0,002000	19,471579	17,738525	0,076642	11,242084
584286,575952	60612,000000	-0,000948	19,532721	90,923412	6,042862	15,860000	48,227440	0,002000	19,472224	17,739113	0,076642	11,228835
584297,476577	60613,000000	-0,000949	19,532802	90,919123	6,057773	15,860000	48,300727	0,002000	19,472542	17,739402	0,076642	11,245888
584308,076687	60614,000000	-0,000949	19,533512	90,914189	6,042746	15,860000	48,317136	0,002000	19,472862	17,739694	0,076642	11,249621
584318,676137	60615,000000	-0,000948	19,533824	90,941194	6,064687	15,860000	48,261283	0,002000	19,473186	17,739989	0,076642	11,236579
584329,276347	60616,000000	-0,000950	19,533806	90,903453	6,052412	15,870000	48,339003	0,002000	19,473504	17,740279	0,076690	11,255258
584339,776266	60617,000000	-0,000949	19,534015	90,925978	6,053640	15,860000	48,272581	0,002000	19,473828	17,740574	0,076642	11,239186
584350,376647	60618,000000	-0,000949	19,534562	90,933851	6,053148	15,870000	48,309835	0,002000	19,474148	17,740865	0,076690	11,248373
584361,076391	60619,000000	-0,000948	19,534921	90,926643	6,054112	15,870000	48,248959	0,002000	19,474472	17,741161	0,076690	11,234155
584372,175944	60620,000000	-0,000949	19,535353	90,873258	6,044786	15,870000	48,313271	0,002000	19,474790	17,741451	0,076690	11,249076
584383,176566	60622,000000	-0,000948	19,535452	90,907473	6,053560	15,870000	48,253340	0,002000	19,475436	17,742039	0,076690	11,235110
584393,676610	60623,000000	-0,000949	19,536084	90,915467	6,056341	15,870000	48,277560	0,002000	19,475756	17,742330	0,076690	11,240671
584403,776743	60624,000000	-0,000950	19,536428	90,919984	6,038338	15,870000	48,348313	0,002000	19,476074	17,742620	0,076690	11,257103
584414,576071	60625,000000	-0,000949	19,536479	90,923286	6,055290	15,870000	48,296321	0,002000	19,476398	17,742915	0,076690	11,244991
584425,276351	60626,000000	-0,000949	19,537153	90,917880	6,062383	15,870000	48,310289	0,002000	19,476718	17,743207	0,076690	11,248160
584435,876132	60627,000000	-0,000948	19,537665	90,895845	6,068607	15,870000	48,241569	0,002000	19,477043	17,743503	0,076690	11,232097
584446,176071	60628,000000	-0,000950	19,537722	90,932527	6,069821	15,870000	48,332582	0,002000	19,477360	17,743791	0,076690	11,253281
584456,776338	60629,000000	-0,000949	19,538218	90,919441	6,043585	15,870000	48,271251	0,002000	19,477684	17,744087	0,076690	11,238940
584467,076254	60630,000000	-0,000949	19,538590	90,913120	6,018138	15,870000	48,301946	0,002000	19,478004	17,744378	0,076690	11,246041
584477,676896	60631,000000	-0,000948	19,538863	90,933737	6,034214	15,870000	48,244428	0,002000	19,478328	17,744673	0,076690	11,232616
584488,875834	60632,000000	-0,000949	19,539100	90,911975	6,063779	15,870000	48,310042	0,002000	19,478646	17,744963	0,076690	11,247863
584499,676485	60634,000000	-0,000950	19,539286	90,917162	6,089421	15,870000	48,329652	0,002000	19,479288	17,745548	0,076690	11,252406
584510,376364	60635,000000	-0,000949	19,539623	90,925430	6,080732	15,870000	48,283689	0,002000	19,479611	17,745843	0,076690	11,241664
584520,775798	60636,000000	-0,000950	19,539990	90,920736	6,078612	15,870000	48,352738	0,002000	19,479929	17,746132	0,076690	11,257695
584531,776076	60637,000000	-0,000949	19,539879	90,911365	6,077599	15,870000	48,286670	0,002000	19,480254	17,746428	0,076690	11,242326
584542,675964	60638,000000	-0,000949	19,541489	90,926869	6,082954	15,870000	48,308412	0,002000	19,480574	17,746719	0,076690	11,247190
584553,276679	60639,000000	-0,000948	19,540917	90,891088	6,072353	15,870000	48,246672	0,002000	19,480898	17,747015	0,076690	11,232886
584564,176135	60640,000000	-0,000950	19,541534	90,902041	6,078433	15,870000	48,330232	0,002000	19,481215	17,747304	0,076690	11,252265
584575,276558	60641,000000	-0,000948	19,541292	90,923061	6,060704	15,870000	48,260065	0,002000	19,481540	17,747600	0,076690	11,235958
584586,176770	60643,000000	-0,000949	19,542273	90,919794	6,063060	15,870000	48,284260	0,002000	19,482182	17,748184	0,076690	11,241471
584596,676304	60644,000000	-0,000950	19,543245	90,935092	6,062488	15,870000	48,359660	0,002000	19,482499	17,748473	0,076690	11,258906
584607,576248	60645,000000	-0,000949	19,542640	90,923714	6,066194	15,870000	48,306192	0,002000	19,482823	17,748769	0,076690	11,246532
584618,476613	60646,000000	-0,000950	19,543566	90,909509	6,026993	15,870000	48,324135	0,002000	19,483144	17,749060	0,076690	11,250596
584628,976045	60647,000000	-0,000948	19,543740	90,938905	6,083310	15,870000	48,265967	0,002000	19,483468	17,749356	0,076690	11,237032
584639,676148	60648,000000	-0,000950	19,544205	90,929399	6,053291	15,870000	48,340298	0,002000	19,483785	17,749645	0,076690	11,254280
584650,576348	60649,000000	-0,000949	19,544381	90,917646	6,050159	15,880000	48,284676	0,002000	19,484109	17,749940	0,076739	11,241889
584661,476216	60650,000000	-0,000949	19,545478	90,945737	6,079536	15,880000	48,311360	0,002000	19,484429	17,750232	0,076739	11,247967
584672,176038	60652,000000	-0,000948	19,545020	90,891632	6,025658	15,880000	48,249950	0,002000	19,485075	17,750820	0,076739	11,233726
584682,975879	60653,000000	-0,000950	19,545417	90,885333	6,063649	15,880000	48,320601	0,002000	19,485393	17,751109	0,076739	11,250126
584693,976457	60654,000000	-0,000950	19,546805	90,897344	6,052148	15,870000	48,333240	0,002000	19,485714	17,751402	0,076690	11,252317
584704,776568	60655,000000	-0,000949	19,547139	90,887408	6,060237	15,870000	48,274345	0,002000	19,486038	17,751697	0,076690	11,238565
584715,276615	60656,000000	-0,000950	19,547139	90,900978	6,054909	15,870000	48,353099	0,002000	19,486355	17,751986	0,076690	11,256899
584726,375888	60657,000000	-0,000949	19,546906	90,904840	6,032571	15,870000	48,290001	0,002000	19,486680	17,752282	0,076690	11,242238
584737,376078	60658,000000	-0,000949	19,548022	90,902233	6,085313	15,870000	48,310354	0,002000	19,487000	17,752573	0,076690	11,246840
584747,975951	60659,000000	-0,000948	19,547690	90,934744	6,063199	15,870000	48,240776	0,002000	19,487325	17,752869	0,076690	11,230682
584758,776626	60660,000000	-0,000950	19,547821	90,918629	6,081864	15,870000	48,319927	0,002000	19,487642	17,753158	0,076690	11,249093
584769,676363	60662,000000	-0,000950	19,548713	90,909501	6,062885	15,880000	48,321531	0,002000	19,488285	17,753744	0,076739	11,249937
584780,575946	60663,000000	-0,000949	19,549034	90,886038	6,050133	15,880000	48,280731	0,002000	19,488608	17,754038	0,076739	11,240399
584791,476527	60664,000000	-0,000950	19,549159	90,895401	6,055382	15,880000	48,358059	0,002000	19,488925	17,754328	0,076739	11,258386
584802,876132	60665,000000	-0,000949	19,549219	90,892063	6,041154	15,870000	48,290979	0,002000	19,489250	17,754623	0,076690	11,242182
584813,876044	60666,000000	-0,000950	19,550334	90,886085	6,063335	15,870000	48,322362	0,002000	19,489570	17,754915	0,076690	11,249351
584824,575854	60667,000000	-0,000948	19,549801	90,887888	6,084554	15,870000	48,264420	0,002000	19,489894	17,755210	0,076690	11,235927
584834,975852	60668,000000	-0,000950	19,550568	90,897081	6,078997	15,870000	48,332087	0,002000	19,490212	17,755499	0,076690	11,251586
584845,876261	60670,000000	-0,000949	19,550876	90,907616	6,071019	15,880000	48,283131	0,002000	19,490857	17,756087	0,076739	11,240731
584856,476882	60671,000000	-0,000949	19,551686	90,902937	6,084004	15,880000	48,291385	0,002000	19,491178	17,756379	0,076739	11,242553
584866,876125	60672,000000	-0,000950	19,551770	90,880562	6,079319	15,880000	48,366957	0,002000	19,491495	17,756669	0,076739	11,260137
584877,876729	60673,000000	-0,000949	19,551895	90,904918	6,085714	15,880000	48,303869	0,002000	19,491820	17,756964	0,076739	11,245434
584888,375927	60674,000000	-0,000950	19,552410	90,892499	6,092342	15,880000	48,328737	0,002000	19,492140	17,757256	0,076739	11,251160
584898,976033	60675,000000	-0,000949	19,552666	90,914731	6,088127	15,880000	48,270024	0,002000	19,492464	17,757551	0,076739	11,237460
584909,675797	60676,000000	-0,000950	19,553369	90,925695	6,099105	15,880000	48,351969	0,002000	19,492781	17,757840	0,076739	11,256451
584920,576726	60677,000000	-0,000949	19,553130	90,904743	6,081721	15,880000	48,286368	0,002000	19,493106	17,758136	0,076739	11,241208
584931,076317	60678,000000	-0,000949	19,554289	90,907112	6,084633	15,880000	48,305388	0,002000	19,493426	17,758428	0,076739	11,245494
584942,076057	60680,000000	-0,000948	19,554505	90,899788	6,102056	15,880000	48,249282	0,002000	19,494072	17,759016	0,076739	11,232405
584952,776575	60681,000000	-0,000950	19,554876	90,917098	6,077591	15,880000	48,319201	0,002000	19,494389	17,759305	0,076739	11,248637
584963,576957	60682,000000	-0,000950	19,555005	90,871199	6,073399	15,880000	48,350778	0,002000	19,494709	17,759596	0,076739	11,255972
584974,376697	60683,000000	-0,000949	19,555030	90,918187	6,062575	15,880000	48,288882	0,002000	19,495033	17,759892	0,076739	11,241560
584985,376730	60684,000000	-0,000950	19,555696	90,896355	6,080541	15,880000	48,357960	0,002000	19,495351	17,760182	0,076739	11,257559
584996,076706	60685,000000	-0,000949	19,555712	90,896667	6,061180	15,880000	48,293635	0,002000	19,495676	17,760477	0,076739	11,242583
585006,876287	60686,000000	-0,000950	19,556285	90,849015	6,093595	15,880000	48,321594	0,002000	19,495996	17,760769	0,076739	11,249021
585017,576701	60687,000000	-0,000948	19,557177	90,885373	6,085156	15,880000	48,261297	0,002000	19,496320	17,761064	0,076739	11,234875
585028,576556	60688,000000	-0,000950	19,557070	90,879193	6,112693	15,880000	48,335572	0,002000	19,496638	17,761353	0,076739	11,252178
585039,376525	60690,000000	-0,000950	19,557959	90,894580	6,115250	15,880000	48,329273	0,002000	19,497281	17,761939	0,076739	11,250603
585050,276772	60691,000000	-0,000949	19,557686	90,877384	6,094652	15,880000	48,293870	0,002000	19,497604	17,762233	0,076739	11,242395
585060,976648	60692,000000	-0,000951	19,558454	90,893297	6,091268	15,880000	48,373065	0,002000	19,497921	17,762522	0,076739	11,260736
585071,575820	60693,000000	-0,000949	19,557541	90,918438	6,083865	15,880000	48,308415	0,002000	19,498245	17,762818	0,076739	11,245798
585082,476611	60694,000000	-0,000950	19,558933	90,903055	6,087067	15,880000	48,332291	0,002000	19,498566	17,763110	0,076739	11,251185
585092,976228	60695,000000	-0,000949	19,559023	90,891534	6,082744	15,880000	48,270892	0,002000	19,498890	17,763405	0,076739	11,236881
585103,576330	60696,000000	-0,000950	19,559257	90,888594	6,096016	15,880000	48,350612	0,002000	19,499207	17,763694	0,076739	11,255410
585114,176494	60697,000000	-0,000949	19,559345	90,909705	6,092145	15,890000	48,291306	0,002000	19,499532	17,763990	0,076787	11,242174
585125,276392	60699,000000	-0,000949	19,560542	90,880679	6,076230	15,880000	48,316694	0,002000	19,500173	17,764574	0,076739	11,247357
585136,176176	60700,000000	-0,000951	19,560740	90,893376	6,138479	15,880000	48,372903	0,002000	19,500491	17,764864	0,076739	11,260417
585147,276578	60701,000000	-0,000950	19,560779	90,919755	6,116448	15,880000	48,325068	0,002000	19,500815	17,765159	0,076739	11,249277
585157,976491	60702,000000	-0,000950	19,561520	90,924889	6,101524	15,880000	48,354297	0,002000	19,501135	17,765450	0,076739	11,255990
585168,576495	60703,000000	-0,000949	19,561858	90,899599	6,085501	15,880000	48,285884	0,002000	19,501460	17,765746	0,076739	11,240023
585179,375944	60704,000000	-0,000950	19,562063	90,894390	6,086506	15,880000	48,363007	0,002000	19,501777	17,766035	0,076739	11,257951
585190,175888	60705,000000	-0,000949	19,562113	90,921479	6,110704	15,880000	48,301251	0,002000	19,502101	17,766331	0,076739	11,243569
585201,076459	60706,000000	-0,000950	19,562655	90,892122	6,118048	15,880000	48,319415	0,002000	19,502422	17,766623	0,076739	11,247730
585211,675908	60707,000000	-0,000948	19,562406	90,886937	6,105874	15,880000	48,264007	0,002000	19,502746	17,766918	0,076739	11,234863
585222,676565	60709,000000	-0,000950	19,563291	90,879154	6,079345	15,880000	48,332261	0,002000	19,503385	17,767500	0,076739	11,250642
585233,776938	60710,000000	-0,000950	19,564102	90,876689	6,102118	15,880000	48,353609	0,002000	19,503705	17,767792	0,076739	11,255512
585244,776496	60711,000000	-0,000949	19,564349	90,914424	6,109366	15,880000	48,294899	0,002000	19,504030	17,768087	0,076739	11,241816
585255,376638	60712,000000	-0,000950	19,564695	90,916413	6,114146	15,880000	48,369261	0,002000	19,504347	17,768377	0,076739	11,259082
585266,276081	60713,000000	-0,000949	19,564661	90,920735	6,129037	15,880000	48,302251	0,002000	19,504672	17,768672	0,076739	11,243488
585276,876036	60714,000000	-0,000950	19,565913	90,889275	6,101636	15,880000	48,335466	0,002000	19,504991	17,768964	0,076739	11,251066
585287,576137	60715,000000	-0,000949	19,565754	90,889915	6,116046	15,890000	48,281967	0,002000	19,505315	17,769259	0,076787	11,239213
585297,976423	60716,000000	-0,000950	19,566156	90,859757	6,119378	15,890000	48,347980	0,002000	19,505633	17,769549	0,076787	11,254530
585309,176415	60718,000000	-0,000950	19,566590	90,874327	6,102468	15,890000	48,343061	0,002000	19,506276	17,770134	0,076787	11,253331
585319,875856	60719,000000	-0,000949	19,567650	90,911918	6,088757	15,890000	48,312962	0,002000	19,506599	17,770428	0,076787	11,246195
585330,576686	60720,000000	-0,000951	19,567282	90,917356	6,109389	15,890000	48,385217	0,002000	19,506917	17,770718	0,076787	11,263059
585341,176151	60721,000000	-0,000950	19,567394	90,888984	6,095505	15,880000	48,324242	0,002000	19,507241	17,771013	0,076739	11,248271
585351,976189	60722,000000	-0,000950	19,568538	90,906271	6,135489	15,880000	48,346988	0,002000	19,507561	17,771305	0,076739	11,253425
585363,175859	60723,000000	-0,000949	19,568733	90,861902	6,109182	15,880000	48,283119	0,002000	19,507886	17,771600	0,076739	11,238535
585373,975901	60724,000000	-0,000950	19,568743	90,896027	6,120608	15,890000	48,361803	0,002000	19,508203	17,771890	0,076787	11,257429
585384,776316	60725,000000	-0,000949	19,568858	90,911133	6,135261	15,880000	48,291780	0,002000	19,508528	17,772185	0,076739	11,240535
585395,875887	60727,000000	-0,000949	19,569237	90,912326	6,126383	15,880000	48,314955	0,002000	19,509169	17,772770	0,076739	11,245883
585406,975863	60728,000000	-0,000951	19,570279	90,906782	6,159193	15,880000	48,384088	0,002000	19,509487	17,773059	0,076739	11,261846
585417,776389	60729,000000	-0,000950	19,570121	90,905902	6,135052	15,880000	48,323290	0,002000	19,509812	17,773355	0,076739	11,247714
585428,576337	60730,000000	-0,000950	19,571430	90,920066	6,125053	15,890000	48,360797	0,002000	19,510131	17,773646	0,076787	11,256864
585439,676304	60731,000000	-0,000949	19,571447	90,887502	6,118028	15,890000	48,294649	0,002000	19,510456	17,773941	0,076787	11,241465
585450,176424	60732,000000	-0,000950	19,571761	90,921205	6,112091	15,890000	48,364244	0,002000	19,510773	17,774231	0,076787	11,257626
585461,075869	60733,000000	-0,000949	19,571473	90,919070	6,137485	15,890000	48,298143	0,002000	19,511098	17,774527	0,076787	11,242275
585471,776063	60734,000000	-0,000950	19,572528	90,893308	6,111336	15,890000	48,329116	0,002000	19,511418	17,774818	0,076787	11,249355
585482,276415	60736,000000	-0,000950	19,572667	90,908702	6,138532	15,890000	48,350733	0,002000	19,512059	17,775402	0,076787	11,254370
585492,776473	60737,000000	-0,000950	19,572731	90,927960	6,116922	15,890000	48,338128	0,002000	19,512381	17,775696	0,076787	11,251428
585503,575991	60738,000000	-0,000950	19,573150	90,917528	6,134760	15,890000	48,360702	0,002000	19,512701	17,775987	0,076787	11,256631
585514,276825	60739,000000	-0,000949	19,573835	90,909979	6,107380	15,890000	48,302847	0,002000	19,513026	17,776283	0,076787	11,243080
585525,276882	60740,000000	-0,000951	19,573743	90,920812	6,102845	15,890000	48,381504	0,002000	19,513343	17,776572	0,076787	11,261400
585536,075901	60741,000000	-0,000950	19,573991	90,901921	6,163082	15,890000	48,322073	0,002000	19,513667	17,776867	0,076787	11,247536
585546,776543	60742,000000	-0,000950	19,575370	90,903253	6,123739	15,890000	48,350106	0,002000	19,513987	17,777159	0,076787	11,253891
585557,475904	60743,000000	-0,000949	19,575095	90,895877	6,127333	15,890000	48,287313	0,002000	19,514312	17,777454	0,076787	11,239309
585568,476357	60744,000000	-0,000950	19,575003	90,909474	6,123437	15,890000	48,359764	0,002000	19,514629	17,777744	0,076787	11,256184
585579,575993	60746,000000	-0,000951	19,575951	90,914314	6,132438	15,890000	48,375350	0,002000	19,515271	17,778328	0,076787	11,259695
585590,776439	60747,000000	-0,000950	19,576098	90,903436	6,100617	15,890000	48,327469	0,002000	19,515595	17,778623	0,076787	11,248533
585601,576401	60748,000000	-0,000951	19,576156	90,893432	6,180934	15,890000	48,392849	0,002000	19,515913	17,778913	0,076787	11,263743
585612,176826	60749,000000	-0,000950	19,576202	90,933709	6,137561	15,890000	48,331780	0,002000	19,516237	17,779208	0,076787	11,249523
585622,976334	60750,000000	-0,000950	19,577075	90,909556	6,118057	15,890000	48,360815	0,002000	19,516557	17,779500	0,076787	11,256174
585633,675902	60751,000000	-0,000949	19,577093	90,871191	6,139135	15,890000	48,300155	0,002000	19,516881	17,779795	0,076787	11,242053
585644,575948	60752,000000	-0,000951	19,577454	90,883887	6,125991	15,890000	48,375887	0,002000	19,517199	17,780085	0,076787	11,259635
585655,576605	60754,000000	-0,000949	19,577739	90,906262	6,134524	15,890000	48,318742	0,002000	19,517844	17,780673	0,076787	11,246300
585666,276527	60755,000000	-0,000950	19,578392	90,909157	6,147010	15,890000	48,334745	0,002000	19,518165	17,780965	0,076787	11,249944
585677,375849	60756,000000	-0,000951	19,579008	90,910587	6,125177	15,890000	48,407445	0,002000	19,518482	17,781254	0,076787	11,266789
585688,576514	60757,000000	-0,000950	19,578443	90,917795	6,137509	15,890000	48,342386	0,002000	19,518807	17,781550	0,076787	11,251716
585699,576765	60758,000000	-0,000950	19,579492	90,879574	6,123686	15,890000	48,365942	0,002000	19,519127	17,781841	0,076787	11,257070
585710,476227	60759,000000	-0,000949	19,579938	90,907878	6,147082	15,890000	48,300578	0,002000	19,519452	17,782137	0,076787	11,241802
585721,376359	60760,000000	-0,000950	19,580508	90,913851	6,138581	15,890000	48,369739	0,002000	19,519770	17,782426	0,076787	11,257829
585732,276948	60761,000000	-0,000949	19,580784	90,887496	6,126152	15,890000	48,305872	0,002000	19,520094	17,782722	0,076787	11,242930
585743,375819	60763,000000	-0,000950	19,580584	90,898231	6,128625	15,890000	48,341469	0,002000	19,520735	17,783306	0,076787	11,251239
585753,976672	60764,000000	-0,000951	19,581054	90,926544	6,141365	15,890000	48,405180	0,002000	19,521053	17,783596	0,076787	11,266010
585764,776499	60765,000000	-0,000950	19,581204	90,909106	6,143902	15,890000	48,349313	0,002000	19,521377	17,783891	0,076787	11,252989
585775,675859	60766,000000	-0,000951	19,582118	90,924985	6,149396	15,890000	48,371286	0,002000	19,521697	17,784183	0,076787	11,257990
585786,176731	60767,000000	-0,000949	19,582268	90,894139	6,137833	15,890000	48,317099	0,002000	19,522021	17,784478	0,076787	11,245360
585796,976194	60768,000000	-0,000951	19,582494	90,869296	6,122457	15,890000	48,384835	0,002000	19,522339	17,784767	0,076787	11,261098
585807,776568	60769,000000	-0,000950	19,582276	90,906262	6,154601	15,890000	48,324947	0,002000	19,522663	17,785063	0,076787	11,247186
585818,676680	60770,000000	-0,000950	19,583368	90,921967	6,138148	15,890000	48,352530	0,002000	19,522983	17,785354	0,076787	11,253471
585829,776521	60772,000000	-0,000951	19,583753	90,908858	6,135463	15,890000	48,408302	0,002000	19,523623	17,785937	0,076787	11,266404
585840,476340	60773,000000	-0,000950	19,584120	90,862529	6,138110	15,890000	48,365657	0,002000	19,523947	17,786232	0,076787	11,256434
585851,275932	60774,000000	-0,000951	19,584395	90,906031	6,142879	15,890000	48,386985	0,002000	19,524267	17,786524	0,076787	11,261364
585861,976495	60775,000000	-0,000950	19,584514	90,889770	6,104645	15,890000	48,327526	0,002000	19,524591	17,786819	0,076787	11,247511
585872,875799	60776,000000	-0,000951	19,584876	90,944659	6,133086	15,890000	48,404449	0,002000	19,524909	17,787108	0,076787	11,265369
585884,076742	60777,000000	-0,000950	19,584879	90,889559	6,136540	15,890000	48,337989	0,002000	19,525233	17,787404	0,076787	11,249901
585894,876364	60778,000000	-0,000950	19,585382	90,908179	6,125703	15,890000	48,369064	0,002000	19,525553	17,787695	0,076787	11,257072
585905,975986	60780,000000	-0,000949	19,585638	90,910587	6,126196	15,890000	48,307483	0,002000	19,526199	17,788283	0,076787	11,242708
585916,676225	60781,000000	-0,000951	19,585677	90,912639	6,130362	15,890000	48,374812	0,002000	19,526517	17,788573	0,076787	11,258373
585927,675886	60782,000000	-0,000951	19,587141	90,882753	6,153528	15,890000	48,399528	0,002000	19,526837	17,788865	0,076787	11,263945
585938,575908	60783,000000	-0,000950	19,587018	90,881813	6,115713	15,890000	48,334836	0,002000	19,527161	17,789160	0,076787	11,248904
585949,276871	60784,000000	-0,000951	19,587570	90,882440	6,120487	15,890000	48,407109	0,002000	19,527479	17,789450	0,076787	11,265656
585960,276077	60785,000000	-0,000950	19,587798	90,902273	6,170504	15,890000	48,339924	0,002000	19,527804	17,789745	0,076787	11,249993
585970,776829	60786,000000	-0,000951	19,588321	90,890371	6,143178	15,890000	48,370030	0,002000	19,528123	17,790037	0,076787	11,256935
585981,676937	60787,000000	-0,000949	19,588478	90,885452	6,141042	15,890000	48,302423	0,002000	19,528448	17,790332	0,076787	11,241181
585992,476424	60788,000000	-0,000951	19,588421	90,918206	6,143216	15,890000	48,382273	0,002000	19,528765	17,790622	0,076787	11,259772
586003,076780	60790,000000	-0,000951	19,589465	90,886117	6,110573	15,890000	48,374104	0,002000	19,529408	17,791207	0,076787	11,257742
586013,476438	60791,000000	-0,000950	19,589789	90,904737	6,141487	15,890000	48,349155	0,002000	19,529731	17,791501	0,076787	11,251896
586023,775889	60792,000000	-0,000952	19,589840	90,898393	6,139056	15,890000	48,423993	0,002000	19,530048	17,791790	0,076787	11,269306
586034,275991	60793,000000	-0,000950	19,589838	90,876807	6,133399	15,890000	48,355520	0,002000	19,530373	17,792086	0,076787	11,253371
586045,176113	60794,000000	-0,000951	19,590156	90,923748	6,132116	15,890000	48,394612	0,002000	19,530692	17,792377	0,076787	11,262430
586056,276628	60795,000000	-0,000950	19,590604	90,877854	6,112985	15,890000	48,328008	0,002000	19,531017	17,792673	0,076787	11,246874
586067,476146	60796,000000	-0,000951	19,590981	90,895821	6,145700	15,890000	48,390559	0,002000	19,531335	17,792963	0,076787	11,261385
586078,275872	60797,000000	-0,000950	19,591217	90,894419	6,132043	15,890000	48,329484	0,002000	19,531660	17,793258	0,076787	11,247142
586088,876739	60798,000000	-0,000950	19,592120	90,916295	6,138692	15,890000	48,362021	0,002000	19,531979	17,793550	0,076787	11,254603
586099,376301	60800,000000	-0,000951	19,591954	90,904306	6,136932	15,890000	48,398032	0,002000	19,532620	17,794133	0,076787	11,263004
586110,176538	60801,000000	-0,000950	19,592581	90,909015	6,129850	15,890000	48,369868	0,002000	19,532943	17,794427	0,076787	11,256373
586121,376209	60802,000000	-0,000951	19,593212	90,868330	6,108736	15,890000	48,392027	0,002000	19,533263	17,794719	0,076787	11,261452
586132,076497	60803,000000	-0,000950	19,592926	90,909211	6,118284	15,890000	48,335463	0,002000	19,533587	17,795014	0,076787	11,248324
586143,276133	60804,000000	-0,000951	19,593645	90,868866	6,125991	15,890000	48,407332	0,002000	19,533905	17,795304	0,076787	11,264960
586153,676096	60805,000000	-0,000950	19,593690	90,912404	6,139053	15,890000	48,343142	0,002000	19,534229	17,795599	0,076787	11,250017
586164,676045	60806,000000	-0,000950	19,594873	90,915196	6,127733	15,890000	48,362768	0,002000	19,534550	17,795891	0,076787	11,254438
586175,175796	60807,000000	-0,000949	19,595144	90,845557	6,104173	15,890000	48,307659	0,002000	19,534874	17,796186	0,076787	11,241581
586186,176795	60809,000000	-0,000951	19,595121	90,934336	6,160249	15,890000	48,379194	0,002000	19,535513	17,796768	0,076787	11,258230
586197,176113	60810,000000	-0,000951	19,595951	90,879169	6,134398	15,890000	48,402087	0,002000	19,535833	17,797060	0,076787	11,263455
586208,276093	60811,000000	-0,000950	19,596088	90,896170	6,124159	15,890000	48,341344	0,002000	19,536157	17,797356	0,076787	11,249303
586218,576658	60812,000000	-0,000951	19,596351	90,897344	6,141016	15,890000	48,408840	0,002000	19,536475	17,797645	0,076787	11,264978
586229,676919	60813,000000	-0,000950	19,596578	90,871526	6,135126	15,890000	48,347788	0,002000	19,536800	17,797941	0,076787	11,250742
586240,876724	60814,000000	-0,000951	19,597558	90,894341	6,141426	15,890000	48,378025	0,002000	19,537119	17,798232	0,076787	11,257658
