Aika[s]	Askeleet	Voimamittaus[V/V]	Siirtymä[mm]	Sellipaine-mitattu[kPa]	Huokosvedenpaine[kPa]	Vaaka[g]	Voimamittaus[kg]	Nousunopeus[mm/min]	Kompensoitu siirtymä[mm]	Suhteellinen kokoonpuristuma[%]	Suhteellinen tilavuuden muutos[%]	Maksimileikkausjännitys[kPa]
586251,776205	60815,000000	-0,000949	19,597838	90,895480	6,127339	15,890000	48,312533	0,002000	19,537444	17,798528	0,076787	11,242384
586262,576112	60816,000000	-0,000951	19,598075	90,886464	6,144556	15,890000	48,378931	0,002000	19,537762	17,798817	0,076787	11,257805
586273,376618	60818,000000	-0,000951	19,597830	90,923243	6,131424	15,890000	48,385302	0,002000	19,538404	17,799403	0,076787	11,259318
586284,076602	60819,000000	-0,000950	19,598754	90,906398	6,120979	15,890000	48,348155	0,002000	19,538727	17,799697	0,076787	11,250560
586295,076397	60820,000000	-0,000952	19,598435	90,895674	6,130454	15,890000	48,424116	0,002000	19,539045	17,799986	0,076787	11,268276
586306,176868	60821,000000	-0,000950	19,598685	90,904351	6,148367	15,890000	48,361922	0,002000	19,539369	17,800282	0,076787	11,253772
586317,276049	60822,000000	-0,000951	19,599908	90,923513	6,130048	15,890000	48,383528	0,002000	19,539689	17,800573	0,076787	11,258649
586327,976014	60823,000000	-0,000950	19,600241	90,916800	6,148504	15,890000	48,322113	0,002000	19,540014	17,800869	0,076787	11,244318
586338,976909	60824,000000	-0,000951	19,600554	90,874890	6,131592	15,890000	48,392277	0,002000	19,540332	17,801158	0,076787	11,260606
586349,976796	60826,000000	-0,000951	19,600577	90,926643	6,122928	15,890000	48,387554	0,002000	19,540974	17,801744	0,076787	11,259504
586361,176453	60827,000000	-0,000950	19,601006	90,904301	6,145632	15,890000	48,360943	0,002000	19,541297	17,802038	0,076787	11,253259
586372,076492	60828,000000	-0,000952	19,601150	90,907408	6,156420	15,890000	48,422422	0,002000	19,541615	17,802328	0,076787	11,267547
586382,876961	60829,000000	-0,000950	19,601319	90,907839	6,133286	15,890000	48,361774	0,002000	19,541940	17,802623	0,076787	11,253414
586393,676439	60830,000000	-0,000951	19,602898	90,902039	6,147418	15,890000	48,385947	0,002000	19,542260	17,802915	0,076787	11,258844
586404,676133	60831,000000	-0,000950	19,601989	90,931474	6,128618	15,890000	48,333474	0,002000	19,542584	17,803210	0,076787	11,246746
586415,576743	60832,000000	-0,000951	19,602773	90,902744	6,140551	15,890000	48,403201	0,002000	19,542901	17,803500	0,076787	11,262874
586426,776499	60834,000000	-0,000950	19,602903	90,907094	6,137352	15,890000	48,350337	0,002000	19,543547	17,804087	0,076787	11,250558
586437,676696	60835,000000	-0,000950	19,603101	90,881657	6,154863	15,890000	48,363052	0,002000	19,543867	17,804379	0,076787	11,253492
586448,676345	60836,000000	-0,000952	19,603335	90,839089	6,153508	15,890000	48,434962	0,002000	19,544185	17,804669	0,076787	11,270195
586459,175842	60837,000000	-0,000951	19,604096	90,926696	6,154513	15,890000	48,375071	0,002000	19,544509	17,804964	0,076787	11,256166
586470,477321	60838,000000	-0,000951	19,604738	90,861514	6,157989	15,890000	48,395536	0,002000	19,544830	17,805256	0,076787	11,260849
586481,376627	60839,000000	-0,000950	19,605010	90,896120	6,165311	15,890000	48,331368	0,002000	19,545154	17,805552	0,076787	11,245885
586492,176124	60840,000000	-0,000951	19,605893	90,888568	6,137221	15,890000	48,408191	0,002000	19,545472	17,805841	0,076787	11,263651
586503,075829	60841,000000	-0,000950	19,605861	90,913437	6,123975	15,890000	48,338590	0,002000	19,545796	17,806137	0,076787	11,247460
586514,175878	60843,000000	-0,000951	19,606287	90,915117	6,124422	15,890000	48,373057	0,002000	19,546437	17,806721	0,076787	11,255428
586525,076690	60844,000000	-0,000952	19,606952	90,887493	6,151297	15,890000	48,431513	0,002000	19,546756	17,807011	0,076787	11,268947
586535,676770	60845,000000	-0,000951	19,606779	90,903684	6,152721	15,890000	48,376031	0,002000	19,547080	17,807306	0,076787	11,256059
586547,076565	60846,000000	-0,000951	19,607488	90,906036	6,149076	15,890000	48,399530	0,002000	19,547400	17,807598	0,076787	11,261439
586557,476049	60847,000000	-0,000950	19,607395	90,886547	6,171066	15,890000	48,341553	0,002000	19,547724	17,807893	0,076787	11,247961
586568,776407	60848,000000	-0,000951	19,607970	90,900046	6,152503	15,890000	48,408239	0,002000	19,548042	17,808183	0,076787	11,263406
586579,775914	60849,000000	-0,000950	19,608073	90,912443	6,172689	15,890000	48,342744	0,002000	19,548367	17,808478	0,076787	11,248155
586590,676084	60851,000000	-0,000950	19,608866	90,886085	6,170285	15,890000	48,368105	0,002000	19,549008	17,809062	0,076787	11,253958
586601,476568	60852,000000	-0,000952	19,608859	90,873403	6,145675	15,890000	48,437584	0,002000	19,549326	17,809352	0,076787	11,270125
586612,275932	60853,000000	-0,000951	19,608964	90,891847	6,149941	15,890000	48,381984	0,002000	19,549650	17,809647	0,076787	11,257175
586622,876530	60854,000000	-0,000951	19,609803	90,912052	6,163134	15,890000	48,398196	0,002000	19,549970	17,809939	0,076787	11,260844
586633,976549	60855,000000	-0,000950	19,609907	90,910102	6,149734	15,890000	48,335895	0,002000	19,550295	17,810235	0,076787	11,246336
586644,475903	60856,000000	-0,000952	19,610330	90,934440	6,170033	15,890000	48,422487	0,002000	19,550612	17,810524	0,076787	11,266431
586655,075903	60857,000000	-0,000950	19,610773	90,939182	6,171381	15,890000	48,361079	0,002000	19,550936	17,810819	0,076787	11,252089
586666,176855	60858,000000	-0,000951	19,611259	90,910695	6,136202	15,890000	48,384762	0,002000	19,551256	17,811111	0,076787	11,257539
586677,276153	60860,000000	-0,000950	19,611455	90,914281	6,175123	15,890000	48,325533	0,002000	19,551902	17,811699	0,076787	11,243734
586688,176202	60861,000000	-0,000951	19,611922	90,875633	6,131331	15,890000	48,387389	0,002000	19,552220	17,811989	0,076787	11,258068
586699,076393	60862,000000	-0,000951	19,613077	90,910915	6,138009	15,890000	48,408887	0,002000	19,552540	17,812280	0,076787	11,262928
586709,576766	60863,000000	-0,000950	19,613068	90,933386	6,154514	15,890000	48,359959	0,002000	19,552864	17,812575	0,076787	11,251546
586720,676174	60864,000000	-0,000952	19,613781	90,905652	6,147602	15,890000	48,436348	0,002000	19,553181	17,812865	0,076787	11,269231
586731,976482	60865,000000	-0,000950	19,613301	90,941116	6,154732	15,890000	48,367597	0,002000	19,553506	17,813160	0,076787	11,253294
586742,776664	60866,000000	-0,000951	19,613678	90,910318	6,170708	15,890000	48,386142	0,002000	19,553826	17,813452	0,076787	11,257562
586753,476099	60867,000000	-0,000950	19,613853	90,932162	6,164789	15,890000	48,325309	0,002000	19,554151	17,813748	0,076787	11,243387
586764,577035	60869,000000	-0,000951	19,614427	90,921440	6,152643	15,890000	48,401110	0,002000	19,554790	17,814330	0,076787	11,260952
586775,875899	60870,000000	-0,000951	19,615742	90,910461	6,190810	15,890000	48,412104	0,002000	19,555110	17,814622	0,076787	11,263348
586786,276361	60871,000000	-0,000950	19,615492	90,912643	6,177719	15,890000	48,359640	0,002000	19,555434	17,814917	0,076787	11,251173
586796,776604	60872,000000	-0,000952	19,616044	90,901373	6,176851	15,890000	48,439073	0,002000	19,555752	17,815206	0,076787	11,269586
586807,576194	60873,000000	-0,000951	19,615804	90,906693	6,178081	15,890000	48,374581	0,002000	19,556076	17,815502	0,076787	11,254611
586818,376589	60874,000000	-0,000951	19,616777	90,875477	6,158397	15,890000	48,402290	0,002000	19,556396	17,815793	0,076787	11,260937
586829,376645	60875,000000	-0,000950	19,616557	90,910152	6,183933	15,890000	48,342039	0,002000	19,556720	17,816089	0,076787	11,246947
586840,176179	60876,000000	-0,000951	19,617163	90,896678	6,199033	15,890000	48,411854	0,002000	19,557038	17,816378	0,076787	11,263115
586850,976280	60878,000000	-0,000950	19,618059	90,909619	6,180058	15,890000	48,368856	0,002000	19,557683	17,816965	0,076787	11,253001
586861,576616	60879,000000	-0,000950	19,617981	90,901255	6,186719	15,890000	48,369220	0,002000	19,558004	17,817258	0,076787	11,253096
586872,076741	60880,000000	-0,000952	19,618589	90,918932	6,186844	15,890000	48,448218	0,002000	19,558322	17,817547	0,076787	11,271399
586882,876585	60881,000000	-0,000951	19,618581	90,902978	6,165021	15,890000	48,388407	0,002000	19,558646	17,817843	0,076787	11,257486
586893,576400	60882,000000	-0,000951	19,619241	90,917887	6,178888	15,890000	48,410659	0,002000	19,558966	17,818134	0,076787	11,262581
586904,476820	60883,000000	-0,000950	19,619412	90,924380	6,206962	15,890000	48,345978	0,002000	19,559291	17,818430	0,076787	11,247512
586915,375905	60884,000000	-0,000952	19,619636	90,906154	6,193244	15,890000	48,423212	0,002000	19,559608	17,818719	0,076787	11,265453
586926,276572	60885,000000	-0,000950	19,619373	90,927476	6,197782	15,890000	48,358263	0,002000	19,559933	17,819015	0,076787	11,250375
586937,576005	60887,000000	-0,000951	19,620556	90,935219	6,184432	15,890000	48,378425	0,002000	19,560574	17,819599	0,076787	11,254920
586948,576565	60888,000000	-0,000952	19,620308	90,920384	6,170621	15,890000	48,442550	0,002000	19,560892	17,819889	0,076787	11,269869
586959,575804	60889,000000	-0,000951	19,620616	90,905363	6,187020	15,890000	48,389439	0,002000	19,561216	17,820184	0,076787	11,257475
586970,376307	60890,000000	-0,000951	19,621233	90,923993	6,198928	15,900000	48,412611	0,002000	19,561536	17,820476	0,076835	11,263371
586980,776580	60891,000000	-0,000950	19,622457	90,923329	6,173877	15,900000	48,360629	0,002000	19,561860	17,820771	0,076835	11,251127
586991,875822	60892,000000	-0,000951	19,621934	90,902546	6,198367	15,900000	48,413930	0,002000	19,562179	17,821061	0,076835	11,263592
587002,676496	60893,000000	-0,000950	19,622498	90,895688	6,210450	15,900000	48,349807	0,002000	19,562503	17,821357	0,076835	11,248604
587013,675883	60894,000000	-0,000951	19,622991	90,951246	6,192258	15,900000	48,385335	0,002000	19,562823	17,821648	0,076835	11,256809
587024,575794	60896,000000	-0,000951	19,623340	90,934061	6,199303	15,900000	48,405230	0,002000	19,563465	17,822232	0,076835	11,261394
587035,376516	60897,000000	-0,000951	19,623261	90,933762	6,214047	15,900000	48,393149	0,002000	19,563786	17,822526	0,076835	11,258594
587045,975822	60898,000000	-0,000951	19,623742	90,941468	6,198446	15,900000	48,409161	0,002000	19,564107	17,822818	0,076835	11,262260
587056,876879	60899,000000	-0,000950	19,624556	90,927229	6,204493	15,900000	48,350991	0,002000	19,564431	17,823113	0,076835	11,248626
587067,676112	60900,000000	-0,000952	19,625340	90,909611	6,206553	15,900000	48,430094	0,002000	19,564748	17,823402	0,076835	11,266933
587078,176116	60901,000000	-0,000950	19,624206	90,940138	6,210094	15,900000	48,360533	0,002000	19,565073	17,823698	0,076835	11,250889
587088,976172	60902,000000	-0,000951	19,626010	90,926369	6,204021	15,900000	48,393805	0,002000	19,565393	17,823989	0,076835	11,258408
587099,176078	60903,000000	-0,000950	19,625978	90,904111	6,189494	15,900000	48,335137	0,002000	19,565717	17,824285	0,076835	11,244763
587109,876781	60904,000000	-0,000951	19,625835	90,912951	6,189834	15,900000	48,413635	0,002000	19,566035	17,824574	0,076835	11,263042
587120,676225	60906,000000	-0,000950	19,625827	90,914731	6,203158	15,900000	48,350592	0,002000	19,566680	17,825162	0,076835	11,248377
587131,476517	60907,000000	-0,000951	19,627376	90,924027	6,223066	15,900000	48,381746	0,002000	19,567000	17,825453	0,076835	11,255434
587142,175837	60908,000000	-0,000952	19,627130	90,892320	6,205039	15,900000	48,447002	0,002000	19,567318	17,825743	0,076835	11,270645
587152,876148	60909,000000	-0,000951	19,627603	90,918809	6,214907	15,900000	48,387468	0,002000	19,567642	17,826038	0,076835	11,256737
587163,975809	60910,000000	-0,000951	19,628257	90,914187	6,217379	15,900000	48,416153	0,002000	19,567962	17,826330	0,076835	11,263330
587174,576816	60911,000000	-0,000950	19,627853	90,963257	6,235825	15,900000	48,347122	0,002000	19,568287	17,826626	0,076835	11,247320
587185,376625	60912,000000	-0,000952	19,628702	90,894552	6,226711	15,900000	48,422733	0,002000	19,568604	17,826915	0,076835	11,264806
587195,876775	60913,000000	-0,000950	19,628629	90,926252	6,193263	15,900000	48,360856	0,002000	19,568929	17,827210	0,076835	11,250420
587206,876192	60914,000000	-0,000951	19,629911	90,910526	6,181222	15,900000	48,377732	0,002000	19,569249	17,827502	0,076835	11,254188
587217,376674	60916,000000	-0,000951	19,629810	90,904737	6,208131	15,900000	48,408358	0,002000	19,569890	17,828086	0,076835	11,261325
587228,276029	60917,000000	-0,000951	19,630002	90,863040	6,231548	15,900000	48,395794	0,002000	19,570212	17,828380	0,076835	11,258379
587238,876339	60918,000000	-0,000951	19,631630	90,914374	6,240671	15,900000	48,417389	0,002000	19,570533	17,828671	0,076835	11,263202
587249,776150	60919,000000	-0,000950	19,631067	90,919070	6,203083	15,900000	48,357918	0,002000	19,570857	17,828967	0,076835	11,249436
587260,576516	60920,000000	-0,000952	19,631551	90,919167	6,195290	15,900000	48,437887	0,002000	19,571174	17,829256	0,076835	11,267980
587271,476183	60921,000000	-0,000950	19,631667	90,919523	6,220722	15,900000	48,369775	0,002000	19,571499	17,829552	0,076835	11,252121
587282,076623	60922,000000	-0,000951	19,632148	90,941156	6,222975	15,900000	48,398765	0,002000	19,571819	17,829843	0,076835	11,258805
587292,376632	60923,000000	-0,000950	19,631983	90,924563	6,211438	15,900000	48,347985	0,002000	19,572143	17,830138	0,076835	11,247013
587303,076087	60924,000000	-0,000951	19,632828	90,904301	6,237823	15,900000	48,416608	0,002000	19,572460	17,830428	0,076835	11,262872
587314,076601	60926,000000	-0,000951	19,633687	90,910779	6,200142	15,900000	48,403825	0,002000	19,573104	17,831014	0,076835	11,259793
587324,976063	60927,000000	-0,000951	19,634328	90,926664	6,236667	15,900000	48,376395	0,002000	19,573426	17,831308	0,076835	11,253333
587335,675843	60928,000000	-0,000952	19,634219	90,887418	6,225505	15,900000	48,450838	0,002000	19,573744	17,831597	0,076835	11,270664
587346,376241	60929,000000	-0,000951	19,634801	90,908912	6,208836	15,900000	48,388521	0,002000	19,574068	17,831892	0,076835	11,256096
587357,476671	60930,000000	-0,000951	19,634863	90,921244	6,194991	15,900000	48,406672	0,002000	19,574389	17,832184	0,076835	11,260310
587368,476336	60931,000000	-0,000950	19,635353	90,874890	6,197713	15,900000	48,346534	0,002000	19,574713	17,832480	0,076835	11,246261
587379,575817	60932,000000	-0,000952	19,635655	90,903057	6,212915	15,900000	48,423190	0,002000	19,575030	17,832769	0,076835	11,264055
587390,376689	60933,000000	-0,000950	19,635237	90,895270	6,208000	15,900000	48,354290	0,002000	19,575355	17,833065	0,076835	11,248079
587401,176642	60935,000000	-0,000951	19,636159	90,910758	6,206182	15,900000	48,382667	0,002000	19,575996	17,833649	0,076835	11,254567
587412,276327	60936,000000	-0,000952	19,636266	90,905291	6,238068	15,900000	48,452114	0,002000	19,576314	17,833938	0,076835	11,270708
587422,876757	60937,000000	-0,000951	19,636780	90,915428	6,199656	15,900000	48,393190	0,002000	19,576638	17,834234	0,076835	11,256938
587433,776319	60938,000000	-0,000952	19,637596	90,938026	6,203393	15,900000	48,423155	0,002000	19,576958	17,834525	0,076835	11,263808
587445,076128	60939,000000	-0,000950	19,637682	90,894375	6,212469	15,900000	48,361007	0,002000	19,577283	17,834821	0,076835	11,249341
587455,976366	60940,000000	-0,000952	19,637938	90,922342	6,245884	15,910000	48,430561	0,002000	19,577600	17,835110	0,076884	11,266070
587466,676637	60941,000000	-0,000950	19,638094	90,904390	6,258579	15,910000	48,367999	0,002000	19,577925	17,835406	0,076884	11,251497
587477,676445	60943,000000	-0,000951	19,638825	90,911524	6,229308	15,910000	48,393573	0,002000	19,578566	17,835990	0,076884	11,257356
587488,576677	60944,000000	-0,000952	19,638891	90,925274	6,237082	15,910000	48,459842	0,002000	19,578884	17,836280	0,076884	11,272764
587499,176525	60945,000000	-0,000951	19,639059	90,937432	6,214253	15,910000	48,402387	0,002000	19,579208	17,836575	0,076884	11,259378
587510,275969	60946,000000	-0,000951	19,639616	90,891259	6,207407	15,910000	48,415586	0,002000	19,579529	17,836867	0,076884	11,262380
587520,976314	60947,000000	-0,000950	19,640231	90,902507	6,212869	15,910000	48,355151	0,002000	19,579853	17,837163	0,076884	11,248246
587531,776856	60948,000000	-0,000952	19,640470	90,872897	6,195512	15,910000	48,440348	0,002000	19,580170	17,837451	0,076884	11,268034
587542,575952	60949,000000	-0,000951	19,640329	90,907675	6,269850	15,910000	48,373664	0,002000	19,580495	17,837747	0,076884	11,252540
587553,476681	60950,000000	-0,000951	19,640533	90,891220	6,275234	15,910000	48,400796	0,002000	19,580815	17,838039	0,076884	11,258826
587564,776390	60952,000000	-0,000952	19,641250	90,915964	6,243809	15,910000	48,442392	0,002000	19,581455	17,838622	0,076884	11,268414
587575,376316	60953,000000	-0,000951	19,641827	90,897452	6,260179	15,910000	48,408622	0,002000	19,581778	17,838916	0,076884	11,260488
587586,276556	60954,000000	-0,000952	19,642564	90,872778	6,246767	15,910000	48,434431	0,002000	19,582098	17,839208	0,076884	11,266400
587596,975942	60955,000000	-0,000951	19,642399	90,909168	6,232544	15,910000	48,374823	0,002000	19,582423	17,839503	0,076884	11,252555
587607,976293	60956,000000	-0,000952	19,642781	90,862216	6,252975	15,910000	48,449233	0,002000	19,582740	17,839793	0,076884	11,269816
587618,576015	60957,000000	-0,000951	19,642625	90,841489	6,232096	15,910000	48,378102	0,002000	19,583065	17,840089	0,076884	11,253290
587629,376953	60958,000000	-0,000951	19,643505	90,894748	6,247694	15,910000	48,401380	0,002000	19,583385	17,840380	0,076884	11,258596
587639,775847	60959,000000	-0,000950	19,643468	90,893269	6,224340	15,910000	48,347113	0,002000	19,583709	17,840675	0,076884	11,245978
587650,676240	60961,000000	-0,000951	19,644148	90,890950	6,225493	15,910000	48,418589	0,002000	19,584348	17,841258	0,076884	11,262520
587661,175812	60962,000000	-0,000951	19,644554	90,921479	6,238338	15,910000	48,412015	0,002000	19,584670	17,841551	0,076884	11,260941
587672,176720	60963,000000	-0,000951	19,644974	90,891730	6,214410	15,910000	48,378975	0,002000	19,584993	17,841845	0,076884	11,253204
587683,276652	60964,000000	-0,000952	19,645339	90,883026	6,220303	15,910000	48,463983	0,002000	19,585310	17,842134	0,076884	11,272932
587694,176208	60965,000000	-0,000951	19,645100	90,900007	6,212979	15,910000	48,387316	0,002000	19,585635	17,842430	0,076884	11,255128
587705,076609	60966,000000	-0,000951	19,646081	90,951813	6,217185	15,910000	48,404143	0,002000	19,585956	17,842722	0,076884	11,258922
587715,775937	60967,000000	-0,000950	19,646454	90,915970	6,241397	15,910000	48,344715	0,002000	19,586280	17,843017	0,076884	11,245052
587726,275870	60968,000000	-0,000951	19,645918	90,915196	6,216904	15,910000	48,420481	0,002000	19,586597	17,843306	0,076884	11,262742
587736,776396	60969,000000	-0,000950	19,646178	90,926076	6,239735	15,910000	48,367391	0,002000	19,586921	17,843601	0,076884	11,250361
587747,576517	60971,000000	-0,000951	19,647501	90,922694	6,212102	15,910000	48,386526	0,002000	19,587563	17,844186	0,076884	11,254649
587763,976320	60972,000000	-0,000952	19,647542	90,909953	6,242896	15,910000	48,434878	0,002000	19,587882	17,844477	0,076884	11,265890
587783,976653	60974,000000	-0,000951	19,648607	90,924667	6,260317	15,910000	48,403886	0,002000	19,588526	17,845063	0,076884	11,258550
587803,976084	60976,000000	-0,000952	19,649032	90,907162	6,241754	15,910000	48,428659	0,002000	19,589167	17,845648	0,076884	11,264260
587823,975982	60978,000000	-0,000951	19,650027	90,899277	6,273576	15,910000	48,393875	0,002000	19,589812	17,846235	0,076884	11,256047
587843,975913	60981,000000	-0,000951	19,650672	90,905601	6,233813	15,910000	48,415502	0,002000	19,590775	17,847112	0,076884	11,260998
587863,975948	60983,000000	-0,000951	19,651929	90,903324	6,239171	15,920000	48,384420	0,002000	19,591419	17,847699	0,076932	11,254195
587883,976413	60985,000000	-0,000951	19,651820	90,902531	6,268573	15,920000	48,405270	0,002000	19,592060	17,848283	0,076932	11,259058
587903,975953	60987,000000	-0,000951	19,652827	90,911033	6,238192	15,920000	48,380875	0,002000	19,592704	17,848870	0,076932	11,253259
587923,976273	60989,000000	-0,000951	19,653473	90,883794	6,250286	15,920000	48,401259	0,002000	19,593346	17,849454	0,076932	11,257921
587943,976400	60991,000000	-0,000951	19,654063	90,912935	6,271391	15,920000	48,371840	0,002000	19,593990	17,850041	0,076932	11,251006
587963,976034	60993,000000	-0,000951	19,654802	90,914569	6,262392	15,920000	48,395176	0,002000	19,594631	17,850625	0,076932	11,256343
587983,975958	60995,000000	-0,000950	19,655794	90,893745	6,253455	15,920000	48,362737	0,002000	19,595275	17,851212	0,076932	11,248676
588003,976506	60997,000000	-0,000951	19,655488	90,899608	6,240455	15,930000	48,388951	0,002000	19,595917	17,851796	0,076980	11,255391
588023,975871	60999,000000	-0,000950	19,656929	90,880847	6,249521	15,930000	48,367207	0,002000	19,596560	17,852383	0,076980	11,250156
588043,975887	61001,000000	-0,000951	19,657259	90,901862	6,248895	15,930000	48,385993	0,002000	19,597202	17,852967	0,076980	11,254485
588063,976580	61003,000000	-0,000950	19,658207	90,891446	6,242540	15,930000	48,361464	0,002000	19,597846	17,853554	0,076980	11,248663
588083,976551	61005,000000	-0,000951	19,658626	90,875849	6,257768	15,930000	48,380862	0,002000	19,598487	17,854138	0,076980	11,253124
588103,976104	61008,000000	-0,000950	19,659514	90,868077	6,232720	15,930000	48,353593	0,002000	19,599453	17,855018	0,076980	11,246672
588123,976525	61010,000000	-0,000952	19,660156	90,899608	6,247970	15,930000	48,426643	0,002000	19,600092	17,855600	0,076980	11,263583
588143,976383	61012,000000	-0,000952	19,660861	90,867394	6,244565	15,940000	48,471667	0,002000	19,600732	17,856183	0,077029	11,274550
588163,976797	61014,000000	-0,000952	19,661760	90,868610	6,253738	15,940000	48,439792	0,002000	19,601376	17,856770	0,077029	11,267025
588183,976318	61016,000000	-0,000952	19,662167	90,846733	6,263261	15,940000	48,466668	0,002000	19,602017	17,857354	0,077029	11,273227
588203,976757	61018,000000	-0,000952	19,662963	90,861176	6,257018	15,940000	48,447839	0,002000	19,602661	17,857940	0,077029	11,268749
588223,976482	61020,000000	-0,000952	19,663736	90,867389	6,254277	15,940000	48,462822	0,002000	19,603303	17,858525	0,077029	11,272139
588243,976763	61022,000000	-0,000952	19,664516	90,858226	6,269828	15,940000	48,432354	0,002000	19,603947	17,859112	0,077029	11,264956
588263,976297	61024,000000	-0,000952	19,664662	90,839958	6,254973	15,940000	48,455952	0,002000	19,604588	17,859696	0,077029	11,270426
588283,976768	61026,000000	-0,000952	19,665223	90,854545	6,243649	15,950000	48,421653	0,002000	19,605233	17,860283	0,077077	11,262961
588303,976602	61028,000000	-0,000952	19,666104	90,862020	6,273335	15,950000	48,447342	0,002000	19,605874	17,860867	0,077077	11,268828
588323,976664	61030,000000	-0,000952	19,666656	90,887335	6,262715	15,950000	48,422416	0,002000	19,606518	17,861454	0,077077	11,262962
588343,976203	61032,000000	-0,000952	19,667145	90,856479	6,267772	15,950000	48,436417	0,002000	19,607160	17,862039	0,077077	11,266158
588363,976563	61034,000000	-0,000951	19,667173	90,847698	6,274335	15,950000	48,408167	0,002000	19,607804	17,862625	0,077077	11,259584
588383,976083	61037,000000	-0,000952	19,668593	90,855557	6,274486	15,950000	48,425428	0,002000	19,608767	17,863503	0,077077	11,263424
588403,976406	61039,000000	-0,000951	19,669678	90,836392	6,271653	15,950000	48,397744	0,002000	19,609411	17,864089	0,077077	11,256851
588423,976300	61041,000000	-0,000951	19,669676	90,888210	6,269684	15,950000	48,413785	0,002000	19,610053	17,864674	0,077077	11,260582
588443,976258	61043,000000	-0,000951	19,670175	90,881891	6,266590	15,950000	48,385003	0,002000	19,610697	17,865261	0,077077	11,253826
588463,976653	61045,000000	-0,000951	19,670592	90,848493	6,291052	15,950000	48,405662	0,002000	19,611338	17,865845	0,077077	11,258580
588483,976012	61047,000000	-0,000951	19,671729	90,860084	6,296540	15,950000	48,374430	0,002000	19,611982	17,866432	0,077077	11,251176
588503,976784	61049,000000	-0,000951	19,672308	90,867364	6,279254	15,950000	48,402135	0,002000	19,612624	17,867016	0,077077	11,257548
588523,976097	61051,000000	-0,000951	19,673048	90,840232	6,265142	15,950000	48,385387	0,002000	19,613267	17,867602	0,077077	11,253562
588543,976568	61053,000000	-0,000951	19,674186	90,866468	6,273712	15,950000	48,398253	0,002000	19,613909	17,868187	0,077077	11,256414
588563,975934	61055,000000	-0,000951	19,674787	90,866860	6,312898	15,950000	48,372805	0,002000	19,614553	17,868774	0,077077	11,250421
588583,976372	61057,000000	-0,000951	19,674960	90,896574	6,301470	15,950000	48,396486	0,002000	19,615194	17,869358	0,077077	11,255908
588603,976621	61059,000000	-0,000950	19,675977	90,863235	6,299382	15,950000	48,363354	0,002000	19,615839	17,869945	0,077077	11,248077
588623,976401	61061,000000	-0,000951	19,676485	90,877496	6,297048	15,950000	48,379784	0,002000	19,616480	17,870530	0,077077	11,251835
588643,975959	61064,000000	-0,000951	19,677319	90,873259	6,303202	15,950000	48,420618	0,002000	19,617442	17,871406	0,077077	11,261229
588663,976081	61066,000000	-0,000952	19,678631	90,862685	6,302566	15,950000	48,446046	0,002000	19,618083	17,871990	0,077077	11,266981
588683,976324	61068,000000	-0,000953	19,679030	90,870646	6,314327	15,950000	48,471866	0,002000	19,618725	17,872574	0,077077	11,272937
588703,976790	61070,000000	-0,000952	19,680183	90,879579	6,308846	15,940000	48,452166	0,002000	19,619368	17,873161	0,077029	11,267631
588723,976603	61072,000000	-0,000953	19,680705	90,889691	6,321042	15,940000	48,483729	0,002000	19,620009	17,873745	0,077029	11,274907
588743,976568	61074,000000	-0,000952	19,681272	90,873558	6,310944	15,950000	48,451690	0,002000	19,620654	17,874331	0,077077	11,267968
588763,976630	61076,000000	-0,000953	19,682114	90,906894	6,324857	15,940000	48,481121	0,002000	19,621295	17,874915	0,077029	11,274127
588783,976889	61078,000000	-0,000952	19,683045	90,892562	6,323007	15,940000	48,443406	0,002000	19,621939	17,875503	0,077029	11,265242
588803,976826	61080,000000	-0,000952	19,683635	90,902292	6,333553	15,940000	48,467285	0,002000	19,622581	17,876087	0,077029	11,270722
588823,976655	61082,000000	-0,000952	19,684006	90,880497	6,343933	15,940000	48,452553	0,002000	19,623224	17,876673	0,077029	11,267250
588843,976282	61084,000000	-0,000952	19,684526	90,901469	6,310704	15,940000	48,460462	0,002000	19,623866	17,877258	0,077029	11,269025
588863,976523	61086,000000	-0,000952	19,685385	90,864328	6,330491	15,940000	48,441160	0,002000	19,624510	17,877844	0,077029	11,264431
588883,975801	61088,000000	-0,000952	19,685625	90,883202	6,347570	15,940000	48,461813	0,002000	19,625151	17,878429	0,077029	11,269204
588903,976393	61091,000000	-0,000952	19,686333	90,930974	6,353900	15,940000	48,430977	0,002000	19,626117	17,879308	0,077029	11,261946
588923,976745	61093,000000	-0,000952	19,686703	90,880847	6,332472	15,940000	48,455683	0,002000	19,626758	17,879893	0,077029	11,267645
588943,975955	61095,000000	-0,000952	19,687302	90,898511	6,331651	15,940000	48,423130	0,002000	19,627402	17,880479	0,077029	11,260002
588963,976084	61097,000000	-0,000952	19,687910	90,890791	6,329260	15,940000	48,443829	0,002000	19,628044	17,881064	0,077029	11,264740
588983,976110	61099,000000	-0,000952	19,689177	90,894507	6,341288	15,940000	48,422807	0,002000	19,628688	17,881650	0,077029	11,259696
589003,976699	61101,000000	-0,000952	19,689232	90,889104	6,339703	15,940000	48,436352	0,002000	19,629329	17,882235	0,077029	11,262839
589023,976603	61103,000000	-0,000951	19,689881	90,906047	6,337977	15,940000	48,417726	0,002000	19,629973	17,882821	0,077029	11,258427
